Attrition,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Age Group,Current Employee,Daily Rate,Distance From Home,Distance Status,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Job Satisfaction Status,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Performance Status,Relationship Satisfaction,Stock Option Level,Total Working Years,Experience Status,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
Yes,Travel_Rarely,R&D,Life Sciences,STAFF-2407,Male,Laboratory Technician,Married,No,4,44,36-45,0,935,33,Very-far,Bachelor's Degree,1,89,3,1,1,Very Satisfied,2362,14669,4,12,3,High,3,0,10,0-10,4,3,2,1,2
No,Non-Travel,R&D,Life Sciences,STAFF-2408,Male,Manager,Married,Yes,3,42,36-45,1,495,24,Very-far,High School,3,37,3,4,3,Unsatisfied,17861,26582,0,13,3,High,4,0,21,21-30,2,20,8,2,10
No,Travel_Rarely,R&D,Medical,STAFF-2409,Female,Manager,Married,No,5,55,46-55,1,282,24,Very-far,Associates Degree,4,58,1,5,3,Unsatisfied,19187,6992,4,14,3,High,4,1,23,21-30,3,19,9,9,11
No,Travel_Rarely,HR,Life Sciences,STAFF-2410,Male,Manager,Single,No,4,56,55 Plus,1,206,8,Near-by,Master's Degree,4,99,3,5,2,Satisfied,19717,4022,6,14,3,High,1,0,36,30 Plus,3,7,3,7,7
No,Non-Travel,R&D,Life Sciences,STAFF-2411,Male,Research Scientist,Divorced,No,0,40,36-45,1,458,16,Very-far,Associates Degree,3,74,3,1,3,Unsatisfied,3544,8532,9,16,3,High,2,1,6,0-10,3,4,2,0,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-2412,Male,Healthcare Representative,Divorced,No,0,34,26-35,1,943,19,Very-far,Bachelor's Degree,4,86,3,3,4,utterly unsatisfied,8500,5494,0,11,3,High,4,1,10,0-10,2,9,7,1,6
No,Travel_Rarely,R&D,Life Sciences,STAFF-2413,Male,Research Scientist,Single,No,4,40,36-45,1,523,24,Very-far,Bachelor's Degree,3,98,3,2,4,utterly unsatisfied,4661,22455,1,13,3,High,3,0,9,0-10,3,9,8,8,8
No,Travel_Frequently,Sales,Marketing,STAFF-2414,Female,Sales Executive,Divorced,No,2,41,36-45,1,1018,17,Very-far,Bachelor's Degree,3,66,3,2,1,Very Satisfied,4103,4297,0,17,3,High,4,1,10,0-10,3,9,3,1,7
No,Travel_Frequently,R&D,Life Sciences,STAFF-2415,Male,Research Scientist,Single,Yes,3,35,26-35,1,482,4,Near-by,Master's Degree,3,87,3,2,3,Unsatisfied,4249,2690,1,11,3,High,2,0,9,0-10,3,9,6,1,1
No,Travel_Rarely,HR,Life Sciences,STAFF-2416,Male,Manager,Divorced,Yes,2,51,46-55,1,770,33,Very-far,Bachelor's Degree,3,84,3,4,2,Satisfied,14026,17588,1,11,3,High,2,1,33,30 Plus,3,33,9,0,10
No,Travel_Rarely,Sales,Life Sciences,STAFF-2417,Female,Sales Executive,Divorced,No,3,38,36-45,1,1009,24,Very-far,Associates Degree,2,31,3,2,1,Very Satisfied,6893,19461,3,15,3,High,4,1,11,11.- 20,3,7,7,1,7
No,Travel_Rarely,Sales,Medical,STAFF-2418,Female,Sales Executive,Single,No,6,34,26-35,1,507,15,Far,Associates Degree,3,66,3,2,1,Very Satisfied,6125,23553,1,12,3,High,4,0,10,0-10,4,10,8,9,6
No,Travel_Rarely,R&D,Medical,STAFF-2419,Male,Laboratory Technician,Married,No,6,25,18-25,1,882,19,Very-far,High School,4,67,3,1,4,utterly unsatisfied,3669,9075,3,11,3,High,3,3,7,0-10,2,3,2,1,2
Yes,Travel_Rarely,R&D,Medical,STAFF-2420,Female,Manufacturing Director,Married,Yes,0,58,55 Plus,0,601,19,Very-far,Master's Degree,3,53,2,3,1,Very Satisfied,10008,12023,7,14,3,High,4,0,31,30 Plus,2,10,9,5,9
No,Travel_Rarely,R&D,Life Sciences,STAFF-2421,Male,Laboratory Technician,Married,No,3,40,36-45,1,329,17,Very-far,Master's Degree,2,88,3,1,2,Satisfied,2387,6762,3,22,4,Low,3,1,7,0-10,3,4,2,0,3
No,Travel_Frequently,Sales,Marketing,STAFF-2422,Female,Sales Executive,Married,No,2,36,36-45,1,607,19,Very-far,Bachelor's Degree,1,83,4,2,1,Very Satisfied,4639,2261,2,16,3,High,4,1,17,11.- 20,2,15,7,6,13
No,Travel_Rarely,R&D,Life Sciences,STAFF-2423,Male,Manufacturing Director,Single,No,2,48,46-55,1,855,4,Near-by,Bachelor's Degree,4,54,3,3,4,utterly unsatisfied,7898,18706,1,11,3,High,3,0,11,11.- 20,3,10,9,0,8
No,Travel_Rarely,Sales,Medical,STAFF-2424,Female,Sales Representative,Married,No,4,27,26-35,1,1291,21,Very-far,Bachelor's Degree,3,98,4,1,4,utterly unsatisfied,2534,6527,8,14,3,High,2,1,5,0-10,3,1,0,0,0
No,Travel_Rarely,R&D,Technical Degree,STAFF-2425,Female,Manufacturing Director,Single,No,1,51,46-55,1,1405,21,Very-far,Associates Degree,4,82,2,4,2,Satisfied,13142,24439,3,16,3,High,2,0,29,21-30,2,5,2,0,3
No,Non-Travel,R&D,Life Sciences,STAFF-2426,Female,Laboratory Technician,Single,No,5,18,18-25,1,1124,17,Very-far,Bachelor's Degree,4,97,3,1,4,utterly unsatisfied,1611,19305,1,15,3,High,3,0,0,0-10,4,0,0,0,0
No,Travel_Rarely,R&D,Medical,STAFF-2427,Female,Laboratory Technician,Married,No,0,35,26-35,1,817,17,Very-far,Bachelor's Degree,4,60,2,2,4,utterly unsatisfied,5363,10846,0,12,3,High,2,1,10,0-10,3,9,7,0,0
No,Travel_Frequently,Sales,Life Sciences,STAFF-2428,Male,Sales Executive,Single,No,3,27,26-35,1,793,24,Very-far,High School,4,43,1,2,4,utterly unsatisfied,5071,20392,3,20,4,Low,2,0,8,0-10,3,6,2,0,0
Yes,Travel_Rarely,Sales,Marketing,STAFF-2429,Male,Sales Executive,Single,Yes,2,55,46-55,0,267,13,Far,Master's Degree,1,85,4,4,3,Unsatisfied,13695,9277,6,17,3,High,3,0,24,21-30,2,19,7,3,8
No,Travel_Rarely,R&D,Life Sciences,STAFF-2430,Male,Manufacturing Director,Married,Yes,0,56,55 Plus,1,1369,23,Very-far,Bachelor's Degree,4,68,3,4,2,Satisfied,13402,18235,4,12,3,High,1,1,33,30 Plus,3,19,16,15,9
No,Non-Travel,R&D,Technical Degree,STAFF-2431,Female,Research Scientist,Divorced,No,2,34,26-35,1,999,26,Very-far,High School,1,92,2,1,3,Unsatisfied,2029,15891,1,20,4,Low,3,3,5,0-10,3,5,4,0,0
No,Travel_Rarely,R&D,Medical,STAFF-2432,Female,Healthcare Representative,Divorced,No,0,40,36-45,1,1202,24,Very-far,High School,2,89,4,2,3,Unsatisfied,6377,13888,5,20,4,Low,2,3,15,11.- 20,3,12,11,11,8
No,Travel_Rarely,R&D,Medical,STAFF-2433,Male,Laboratory Technician,Married,No,1,34,26-35,1,285,29,Very-far,Bachelor's Degree,2,86,3,2,3,Unsatisfied,5429,17491,4,13,3,High,1,2,10,0-10,3,8,7,7,7
Yes,Travel_Frequently,Sales,Life Sciences,STAFF-2434,Female,Sales Representative,Single,No,3,31,26-35,0,703,24,Very-far,Bachelor's Degree,3,90,2,1,4,utterly unsatisfied,2785,11882,7,14,3,High,3,0,3,0-10,4,1,0,0,0
Yes,Travel_Frequently,Sales,Marketing,STAFF-2435,Female,Sales Executive,Married,Yes,0,35,26-35,0,662,18,Very-far,Master's Degree,4,67,3,2,3,Unsatisfied,4614,23288,0,18,3,High,3,1,5,0-10,2,4,2,3,2
No,Travel_Frequently,R&D,Life Sciences,STAFF-2436,Male,Research Scientist,Divorced,No,2,38,36-45,1,693,19,Very-far,Bachelor's Degree,4,57,4,1,3,Unsatisfied,2610,15748,1,11,3,High,4,3,4,0-10,3,4,2,0,3
No,Travel_Rarely,R&D,Technical Degree,STAFF-2437,Female,Healthcare Representative,Single,No,2,34,26-35,1,404,24,Very-far,Master's Degree,3,98,3,2,4,utterly unsatisfied,6687,6163,1,11,3,High,4,0,14,11.- 20,4,14,11,4,11
No,Travel_Rarely,Sales,Life Sciences,STAFF-2438,Male,Sales Executive,Married,No,0,28,26-35,1,736,26,Very-far,Bachelor's Degree,3,48,2,2,1,Very Satisfied,4724,24232,1,11,3,High,3,1,5,0-10,3,5,3,0,4
Yes,Travel_Rarely,R&D,Medical,STAFF-2439,Male,Manufacturing Director,Married,Yes,3,31,26-35,0,330,22,Very-far,Master's Degree,4,98,3,2,3,Unsatisfied,6179,21057,1,15,3,High,4,2,10,0-10,2,10,2,6,7
No,Travel_Rarely,Sales,Life Sciences,STAFF-2440,Male,Sales Executive,Married,Yes,2,39,36-45,1,1498,21,Very-far,Master's Degree,1,44,2,2,4,utterly unsatisfied,6120,3567,3,12,3,High,4,2,8,0-10,4,5,4,1,4
No,Travel_Frequently,Sales,Marketing,STAFF-2441,Male,Sales Executive,Married,No,5,51,46-55,1,541,24,Very-far,Bachelor's Degree,2,52,3,3,2,Satisfied,10596,15395,2,11,3,High,2,0,14,11.- 20,3,4,2,3,2
No,Travel_Frequently,R&D,Life Sciences,STAFF-2442,Female,Research Scientist,Divorced,Yes,4,41,36-45,1,1200,22,Very-far,Bachelor's Degree,4,75,3,2,4,utterly unsatisfied,5467,13953,3,14,3,High,1,2,12,11.- 20,2,6,2,3,3
No,Travel_Rarely,R&D,Life Sciences,STAFF-2443,Male,Research Scientist,Married,Yes,2,37,36-45,1,1439,4,Near-by,High School,3,54,3,1,3,Unsatisfied,2996,5182,7,15,3,High,4,0,8,0-10,3,6,4,1,3
No,Travel_Frequently,Sales,Life Sciences,STAFF-2444,Male,Sales Executive,Married,No,2,33,26-35,1,1111,33,Very-far,High School,2,61,3,2,4,utterly unsatisfied,9998,19293,6,13,3,High,1,0,8,0-10,4,5,4,1,2
No,Travel_Rarely,Sales,Marketing,STAFF-2445,Male,Sales Executive,Married,Yes,3,32,26-35,1,499,24,Very-far,High School,3,36,3,2,2,Satisfied,4078,20497,0,13,3,High,1,3,4,0-10,2,3,2,1,2
No,Non-Travel,R&D,Life Sciences,STAFF-2446,Male,Healthcare Representative,Married,No,2,39,36-45,1,1485,25,Very-far,Associates Degree,3,71,3,3,3,Unsatisfied,10920,3449,3,21,4,Low,2,1,13,11.- 20,3,6,4,0,5
No,Travel_Rarely,Sales,Life Sciences,STAFF-2447,Male,Sales Executive,Married,No,3,25,18-25,1,1372,18,Very-far,High School,1,93,4,2,3,Unsatisfied,6232,12477,2,11,3,High,2,0,6,0-10,2,3,2,1,2
No,Travel_Frequently,R&D,Medical,STAFF-2448,Female,Manufacturing Director,Married,Yes,3,52,46-55,1,322,28,Very-far,Associates Degree,4,59,4,4,3,Unsatisfied,13247,9731,2,11,3,High,2,1,24,21-30,2,5,3,0,2
No,Travel_Rarely,R&D,Medical,STAFF-2449,Female,Research Scientist,Single,Yes,3,43,36-45,1,930,28,Very-far,Bachelor's Degree,1,73,2,2,3,Unsatisfied,4081,20003,1,14,3,High,1,0,20,11.- 20,1,20,7,1,8
No,Travel_Rarely,Sales,Marketing,STAFF-2450,Female,Sales Executive,Married,Yes,3,27,26-35,1,205,10,Near-by,Bachelor's Degree,4,98,2,2,4,utterly unsatisfied,5769,7100,1,11,3,High,4,0,6,0-10,3,6,2,4,4
Yes,Travel_Rarely,R&D,Life Sciences,STAFF-2451,Female,Research Scientist,Single,Yes,2,27,26-35,0,135,17,Very-far,Master's Degree,4,51,3,1,3,Unsatisfied,2394,25681,1,13,3,High,4,0,8,0-10,3,8,2,7,7
No,Travel_Rarely,R&D,Medical,STAFF-2452,Male,Research Scientist,Single,No,2,26,26-35,1,683,24,Very-far,High School,1,36,2,1,4,utterly unsatisfied,3904,4050,0,12,3,High,4,0,5,0-10,3,4,3,1,1
No,Travel_Rarely,HR,Human Resources,STAFF-2453,Female,Manager,Married,No,5,42,36-45,1,1147,10,Near-by,Bachelor's Degree,3,31,3,4,1,Very Satisfied,16799,16616,0,14,3,High,3,1,21,21-30,3,20,7,0,9
No,Non-Travel,R&D,Medical,STAFF-2454,Female,Healthcare Representative,Divorced,No,6,32,26-35,1,1146,15,Far,Master's Degree,3,34,3,2,4,utterly unsatisfied,6667,16542,5,18,3,High,2,1,9,0-10,3,5,1,1,2
No,Non-Travel,R&D,Medical,STAFF-2455,Female,Manufacturing Director,Married,No,6,36,36-45,1,894,17,Very-far,Master's Degree,4,33,2,2,3,Unsatisfied,4374,15411,0,15,3,High,3,0,4,0-10,3,3,2,1,2
No,Non-Travel,R&D,Life Sciences,STAFF-2456,Female,Healthcare Representative,Married,No,5,35,26-35,1,208,8,Near-by,Master's Degree,3,52,3,2,3,Unsatisfied,4148,12250,1,12,3,High,4,1,15,11.- 20,3,14,11,2,9
No,Non-Travel,R&D,Medical,STAFF-2457,Female,Research Director,Married,No,3,47,46-55,1,1162,17,Very-far,High School,3,98,3,3,2,Satisfied,11957,17231,0,18,3,High,1,2,14,11.- 20,1,13,8,5,12
No,Non-Travel,R&D,Medical,STAFF-2458,Female,Research Scientist,Single,No,4,18,18-25,1,1431,14,Far,Bachelor's Degree,2,33,3,1,3,Unsatisfied,1514,8018,1,16,3,High,3,0,0,0-10,1,0,0,0,0
No,Non-Travel,Sales,Life Sciences,STAFF-2459,Female,Sales Executive,Married,No,1,39,36-45,1,1251,21,Very-far,Master's Degree,1,32,1,2,3,Unsatisfied,5736,3987,6,19,3,High,3,1,10,0-10,3,3,2,1,2
No,Non-Travel,Sales,Life Sciences,STAFF-2460,Female,Sales Representative,Married,No,2,24,18-25,1,830,13,Far,Associates Degree,4,78,3,1,2,Satisfied,2033,7103,1,13,3,High,3,1,1,0-10,3,1,0,0,0
No,Non-Travel,Sales,Marketing,STAFF-2461,Female,Sales Executive,Single,No,2,33,26-35,1,1283,24,Very-far,Bachelor's Degree,4,62,3,2,2,Satisfied,5147,10697,8,15,3,High,4,0,13,11.- 20,2,11,7,1,7
No,Travel_Frequently,R&D,Medical,STAFF-2462,Female,Manager,Divorced,No,3,48,46-55,1,117,22,Very-far,Bachelor's Degree,4,58,3,4,4,utterly unsatisfied,17174,2437,3,11,3,High,2,1,24,21-30,3,22,17,4,7
No,Travel_Frequently,R&D,Life Sciences,STAFF-2463,Female,Manufacturing Director,Divorced,No,3,36,36-45,1,688,4,Near-by,Associates Degree,4,97,3,2,2,Satisfied,5131,9192,7,13,3,High,2,3,18,11.- 20,3,4,2,0,2
No,Travel_Frequently,R&D,Medical,STAFF-2464,Female,Laboratory Technician,Married,No,4,38,36-45,1,594,24,Very-far,Associates Degree,3,75,2,1,2,Satisfied,2468,15963,4,14,3,High,2,1,9,0-10,2,6,1,0,5
No,Travel_Frequently,R&D,Life Sciences,STAFF-2465,Female,Research Scientist,Married,No,2,27,26-35,1,1131,15,Far,Bachelor's Degree,4,77,2,1,1,Very Satisfied,4774,23844,0,19,3,High,4,1,8,0-10,2,7,6,7,3
No,Travel_Frequently,R&D,Technical Degree,STAFF-2466,Female,Laboratory Technician,Married,No,2,40,36-45,1,692,21,Very-far,Bachelor's Degree,4,73,3,2,3,Unsatisfied,6323,26849,1,11,3,High,1,1,10,0-10,4,10,9,9,4
No,Travel_Frequently,R&D,Life Sciences,STAFF-2467,Female,Laboratory Technician,Married,No,3,29,26-35,1,410,24,Very-far,High School,4,97,3,1,2,Satisfied,3180,4668,0,13,3,High,3,3,4,0-10,3,3,2,0,2
No,Travel_Frequently,R&D,Medical,STAFF-2468,Female,Manufacturing Director,Single,No,2,39,36-45,1,711,4,Near-by,Bachelor's Degree,1,81,3,2,3,Unsatisfied,5042,3140,0,13,3,High,4,0,10,0-10,1,9,2,3,8
No,Travel_Frequently,R&D,Medical,STAFF-2469,Female,Laboratory Technician,Single,No,3,42,36-45,1,748,19,Very-far,Associates Degree,1,74,3,1,4,utterly unsatisfied,3673,16458,1,13,3,High,3,0,12,11.- 20,3,12,9,5,8
No,Travel_Frequently,R&D,Technical Degree,STAFF-2470,Female,Research Scientist,Single,No,2,30,26-35,1,1312,24,Very-far,Master's Degree,4,78,2,1,1,Very Satisfied,4968,26427,0,16,3,High,4,0,10,0-10,3,9,7,0,7
No,Travel_Frequently,Sales,Marketing,STAFF-2471,Female,Sales Executive,Married,No,4,44,36-45,1,383,17,Very-far,Doctoral Degree,1,79,3,2,3,Unsatisfied,4768,9282,7,12,3,High,3,1,11,11.- 20,2,1,0,0,0
No,Travel_Frequently,Sales,Marketing,STAFF-2472,Female,Sales Executive,Married,No,3,31,26-35,1,1125,19,Very-far,Master's Degree,1,68,3,3,1,Very Satisfied,9637,8277,2,14,3,High,4,2,9,0-10,3,3,2,2,2
No,Travel_Rarely,HR,Human Resources,STAFF-2473,Female,Human Resources,Married,No,3,25,18-25,1,309,24,Very-far,Bachelor's Degree,3,82,3,1,2,Satisfied,2187,19655,4,14,3,High,3,0,6,0-10,3,2,0,1,2
No,Travel_Rarely,HR,Life Sciences,STAFF-2474,Female,Manager,Married,No,2,47,46-55,1,1176,26,Very-far,Master's Degree,4,98,3,5,3,Unsatisfied,19658,5220,3,11,3,High,3,1,27,21-30,3,5,2,1,0
No,Travel_Rarely,HR,Medical,STAFF-2475,Female,Human Resources,Single,No,3,31,26-35,1,1398,8,Near-by,Associates Degree,4,96,4,1,2,Satisfied,2109,24609,9,18,3,High,4,0,8,0-10,3,3,2,0,2
No,Travel_Rarely,R&D,Medical,STAFF-2476,Female,Laboratory Technician,Divorced,No,0,31,26-35,1,471,4,Near-by,Bachelor's Degree,1,62,4,1,3,Unsatisfied,3978,16031,8,12,3,High,2,1,4,0-10,2,2,2,2,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-2477,Female,Healthcare Representative,Divorced,No,3,40,36-45,1,750,27,Very-far,Bachelor's Degree,2,47,3,2,1,Very Satisfied,4448,10748,2,12,3,High,2,1,15,11.- 20,3,7,4,7,7
No,Travel_Rarely,R&D,Life Sciences,STAFF-2478,Female,Healthcare Representative,Divorced,No,3,40,36-45,1,1194,17,Very-far,Bachelor's Degree,3,52,3,2,4,utterly unsatisfied,6513,9060,4,17,3,High,4,1,12,11.- 20,3,5,3,0,3
No,Travel_Rarely,R&D,Technical Degree,STAFF-2479,Female,Research Scientist,Divorced,No,2,29,26-35,1,590,4,Near-by,Bachelor's Degree,4,91,2,1,1,Very Satisfied,2109,10007,1,13,3,High,3,1,1,0-10,3,1,0,0,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-2480,Female,Research Scientist,Divorced,No,2,34,26-35,1,1130,33,Very-far,Bachelor's Degree,4,66,3,2,2,Satisfied,5433,19332,1,12,3,High,3,1,11,11.- 20,3,11,8,7,9
No,Travel_Rarely,R&D,Other,STAFF-2481,Female,Manufacturing Director,Divorced,No,3,45,36-45,1,1329,24,Very-far,Associates Degree,4,59,2,2,4,utterly unsatisfied,5770,5388,1,19,3,High,1,2,10,0-10,3,10,7,3,9
No,Travel_Rarely,R&D,Life Sciences,STAFF-2482,Female,Research Director,Divorced,No,3,50,46-55,1,813,17,Very-far,Doctoral Degree,4,50,2,3,1,Very Satisfied,13269,21981,5,15,3,High,3,3,19,11.- 20,3,14,11,1,11
No,Travel_Rarely,R&D,Medical,STAFF-2483,Female,Laboratory Technician,Married,No,5,33,26-35,1,1099,4,Near-by,Master's Degree,1,82,2,1,2,Satisfied,3838,8192,8,11,3,High,4,0,8,0-10,3,5,4,0,2
No,Travel_Rarely,R&D,Medical,STAFF-2484,Female,Manager,Married,No,2,43,36-45,1,823,28,Very-far,Bachelor's Degree,1,81,2,5,3,Unsatisfied,19392,22539,7,13,3,High,4,0,21,21-30,3,16,12,6,14
No,Travel_Rarely,R&D,Technical Degree,STAFF-2485,Female,Manager,Married,No,2,51,46-55,1,942,33,Very-far,Bachelor's Degree,1,53,3,3,3,Unsatisfied,13116,22984,2,11,3,High,4,0,15,11.- 20,3,2,2,2,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-2486,Female,Research Scientist,Married,No,3,34,26-35,1,678,19,Very-far,Bachelor's Degree,2,35,2,1,4,utterly unsatisfied,2929,20338,1,12,3,High,2,0,10,0-10,3,10,9,8,7
No,Travel_Rarely,R&D,Medical,STAFF-2487,Female,Research Scientist,Married,No,0,27,26-35,1,486,8,Near-by,Bachelor's Degree,2,86,4,1,3,Unsatisfied,3517,22490,7,17,3,High,1,0,5,0-10,3,3,2,0,2
No,Travel_Rarely,R&D,Other,STAFF-2488,Female,Laboratory Technician,Married,No,2,52,46-55,1,258,8,Near-by,Master's Degree,3,54,3,1,1,Very Satisfied,2950,17363,9,13,3,High,3,0,12,11.- 20,1,5,4,0,4
No,Travel_Rarely,R&D,Medical,STAFF-2489,Female,Research Director,Married,No,3,38,36-45,1,201,10,Near-by,Bachelor's Degree,2,99,1,3,3,Unsatisfied,13206,3376,3,12,3,High,1,1,20,11.- 20,3,18,16,1,11
No,Travel_Rarely,R&D,Medical,STAFF-2490,Female,Research Scientist,Married,No,2,37,36-45,1,1470,10,Near-by,Bachelor's Degree,2,71,3,1,2,Satisfied,3936,9953,1,11,3,High,1,1,8,0-10,1,8,4,7,7
No,Travel_Rarely,R&D,Other,STAFF-2491,Female,Healthcare Representative,Married,No,3,29,26-35,1,441,8,Near-by,High School,3,39,1,2,1,Very Satisfied,9715,7288,3,13,3,High,3,1,9,0-10,3,7,7,0,7
No,Travel_Rarely,R&D,Life Sciences,STAFF-2492,Female,Research Scientist,Married,No,5,35,26-35,1,287,17,Very-far,Master's Degree,3,62,1,1,4,utterly unsatisfied,2977,8952,1,12,3,High,4,1,4,0-10,3,4,3,1,1
No,Travel_Rarely,R&D,Life Sciences,STAFF-2493,Female,Laboratory Technician,Married,No,5,40,36-45,1,616,24,Very-far,Associates Degree,3,99,3,1,1,Very Satisfied,3377,25605,4,17,3,High,4,1,7,0-10,2,4,3,0,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-2494,Female,Laboratory Technician,Married,No,3,49,46-55,1,722,25,Very-far,Master's Degree,3,84,3,1,1,Very Satisfied,3211,22102,1,14,3,High,4,1,10,0-10,2,9,6,1,4
No,Travel_Rarely,R&D,Other,STAFF-2495,Female,Research Scientist,Married,No,3,48,46-55,1,1108,15,Far,Master's Degree,3,65,3,1,1,Very Satisfied,2367,16530,8,12,3,High,4,1,10,0-10,2,8,2,7,6
No,Travel_Rarely,R&D,Life Sciences,STAFF-2496,Female,Laboratory Technician,Married,No,2,34,26-35,1,401,17,Very-far,Bachelor's Degree,4,86,2,1,2,Satisfied,3294,3708,5,17,3,High,1,1,7,0-10,2,5,4,0,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-2497,Female,Research Scientist,Married,No,2,32,26-35,1,824,33,Very-far,Associates Degree,4,67,2,2,2,Satisfied,5878,15624,3,12,3,High,1,1,12,11.- 20,3,7,1,2,5
No,Travel_Rarely,R&D,Other,STAFF-2498,Female,Laboratory Technician,Married,No,3,38,36-45,1,1153,28,Very-far,Associates Degree,4,40,2,1,3,Unsatisfied,3702,16376,1,11,3,High,2,1,5,0-10,3,5,4,0,4
No,Travel_Rarely,R&D,Medical,STAFF-2499,Female,Laboratory Technician,Married,No,5,38,36-45,1,1495,4,Near-by,Associates Degree,4,87,3,1,3,Unsatisfied,3306,26176,7,19,3,High,4,1,7,0-10,2,0,0,0,0
No,Travel_Rarely,R&D,Medical,STAFF-2500,Female,Laboratory Technician,Married,No,2,29,26-35,1,1082,19,Very-far,Master's Degree,4,43,3,1,3,Unsatisfied,2974,25412,9,17,3,High,3,1,9,0-10,3,5,3,1,2
No,Travel_Rarely,R&D,Medical,STAFF-2501,Female,Research Scientist,Married,No,2,54,46-55,1,431,19,Very-far,Master's Degree,4,68,3,2,4,utterly unsatisfied,6854,15696,4,15,3,High,2,1,14,11.- 20,2,7,1,1,7
No,Travel_Rarely,R&D,Life Sciences,STAFF-2502,Female,Manufacturing Director,Married,No,2,40,36-45,1,884,15,Far,Bachelor's Degree,1,80,2,3,3,Unsatisfied,10435,25800,1,13,3,High,4,2,18,11.- 20,3,18,15,14,12
No,Travel_Rarely,R&D,Other,STAFF-2503,Female,Research Director,Married,No,2,49,46-55,1,301,22,Very-far,Master's Degree,1,72,3,4,2,Satisfied,16413,3498,3,16,3,High,2,2,27,21-30,3,4,2,1,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-2504,Female,Research Scientist,Married,No,6,54,46-55,1,155,19,Very-far,Associates Degree,1,67,3,2,3,Unsatisfied,2897,22474,3,11,3,High,3,2,9,0-10,2,4,3,2,3
No,Travel_Rarely,R&D,Medical,STAFF-2505,Female,Research Director,Married,No,2,47,46-55,1,359,24,Very-far,Master's Degree,1,82,3,4,3,Unsatisfied,17169,26703,3,19,3,High,2,2,26,21-30,4,20,17,5,6
No,Travel_Rarely,R&D,Life Sciences,STAFF-2506,Female,Manufacturing Director,Married,No,2,45,36-45,1,556,25,Very-far,Associates Degree,2,93,2,2,4,utterly unsatisfied,5906,23888,0,13,3,High,4,2,10,0-10,2,9,8,3,8
No,Travel_Rarely,R&D,Life Sciences,STAFF-2507,Female,Healthcare Representative,Married,No,6,36,36-45,1,711,33,Very-far,Master's Degree,2,42,3,3,1,Very Satisfied,8008,22792,4,12,3,High,3,2,9,0-10,3,3,2,0,2
No,Travel_Rarely,R&D,Other,STAFF-2508,Female,Research Scientist,Married,No,3,32,26-35,1,634,33,Very-far,Master's Degree,2,35,4,1,4,utterly unsatisfied,3312,18783,3,17,3,High,4,2,6,0-10,3,3,2,0,2
No,Travel_Rarely,R&D,Medical,STAFF-2509,Female,Research Scientist,Married,No,2,40,36-45,1,1194,24,Very-far,Master's Degree,3,98,3,1,3,Unsatisfied,2001,12549,2,14,3,High,2,3,20,11.- 20,3,5,3,0,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-2510,Female,Research Director,Single,No,3,31,26-35,1,182,8,Near-by,Doctoral Degree,1,93,3,4,2,Satisfied,16422,8847,3,11,3,High,3,0,9,0-10,4,3,2,1,0
No,Travel_Rarely,R&D,Medical,STAFF-2511,Female,Laboratory Technician,Single,No,6,37,36-45,1,1462,21,Very-far,Bachelor's Degree,1,94,3,1,3,Unsatisfied,3629,19106,4,18,3,High,1,0,8,0-10,3,3,2,0,2
No,Travel_Rarely,R&D,Medical,STAFF-2512,Female,Manufacturing Director,Single,No,3,30,26-35,1,1092,10,Near-by,Bachelor's Degree,1,64,3,3,3,Unsatisfied,9667,2739,9,14,3,High,2,0,9,0-10,3,7,7,0,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-2513,Female,Manufacturing Director,Single,No,3,39,36-45,1,1089,28,Very-far,Bachelor's Degree,2,32,3,3,2,Satisfied,8376,9150,4,18,3,High,4,0,9,0-10,3,2,0,2,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-2514,Female,Laboratory Technician,Single,No,2,47,46-55,1,207,19,Very-far,Master's Degree,2,64,3,1,3,Unsatisfied,2105,5411,4,12,3,High,3,0,7,0-10,3,2,2,2,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-2515,Female,Laboratory Technician,Single,No,3,32,26-35,1,267,29,Very-far,Master's Degree,3,49,2,1,2,Satisfied,2837,15919,1,13,3,High,3,0,6,0-10,3,6,2,4,1
No,Travel_Rarely,R&D,Medical,STAFF-2516,Female,Laboratory Technician,Single,No,3,23,18-25,1,160,4,Near-by,High School,3,51,3,1,2,Satisfied,3295,12862,1,13,3,High,3,0,3,0-10,1,3,2,1,2
